"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. . "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. chlorothiazide. this classification denotes a thiazide diuretic with the molecular formula c7h6cln3o4s2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 77w477j15h, chemically known as 6-chloro-7-sulfamoyl-2h-1,2,4-benzothiadiazine 1,1-dioxide but generally known as chlorothiazide, which bears us nih compound identifier 2720. european medicines agency schedules chlorothiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub06198mig. the term chlorothiazide is an international non-proprietary name or inn (see who inn reference publication, volume 16, no. 3 1962, list 4). world health organization schedules chlorothiazide in its anatomical therapeutic chemical (atc) classification. chlorothiazide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule chlorothiazide under hs 29350090 and sitc 51580. as of q4 2014, chlorothiazide remains the us fda preferred term for this commodity. chlorothiazide bears us nlm identifiers umls id c0008273 and nci concept code c28924. smiles: clc1c(s(=o)(=o)n)cc2s(=o)(=o)n=cnc2c1.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. chlortalidone or chlorthalidone. this classification denotes a thiazide diuretic with the molecular formula c14h11cln2o4s, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier q0mqd1073q, chemically known as 2-chloro-5-(2,3-dihydro-1-hydroxy-3-oxo-1h-isoindol-1-yl)benzenesulfonamide but generally known as chlortalidone, which bears us nih compound identifier 2732. european medicines agency schedules chlortalidone in its extended eudravigilance medicinal product dictionary or xevmpd under index sub06212mig. the term chlortalidone is an international non-proprietary name or inn (see who inn reference publication, volume 19 1975, list 5). world health organization schedules chlortalidone in its anatomical therapeutic chemical (atc) classification. chlortalidone is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. as of q4 2014, chlorthalidone remains the us fda preferred term for this commodity. chlorthalidone bears us nlm identifiers umls id c0008294 and nci concept code c47449. smiles: clc1c(s(=o)(=o)n)cc(c2(o)nc(=o)c3c2cccc3)cc1.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. metolazone. this classification denotes a thiazide diuretic with the molecular formula c16h16cln3o3s, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier tz7v40x7vx, chemically known as 7-chloro-2-methyl-3-(2-methylphenyl)-4-oxo-1,2-dihydroquinazoline-6-sulfonamide but generally known as metolazone, which bears us nih compound identifier 4170. european medicines agency schedules metolazone in its extended eudravigilance medicinal product dictionary or xevmpd under index sub08906mig. the term metolazone is an international non-proprietary name or inn (see who inn reference publication, volume 23, no. 10 1969, list 9). world health organization schedules metolazone in its anatomical therapeutic chemical (atc) classification. metolazone is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule metolazone under hs 29350090 and sitc 51580. as of q4 2014, metolazone remains the us fda preferred term for this commodity. metolazone bears us nlm identifiers umls id c0025854 and nci concept code c650. smiles: clc1cc2nc(n(c(=o)c2cc1s(=o)(=o)n)c1c(cccc1)c)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. bumetanide. this classification denotes a loop diuretic with the molecular formula c17h20n2o5s, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 0y2s3xuq5h, chemically known as benzoic acid, 3-(butylamino)-4-phenoxy-5-sulfamoyl- but generally known as bumetanide, which bears us nih compound identifier 2471. european medicines agency schedules bumetanide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05971mig. the term bumetanide is an international non-proprietary name or inn (see who inn reference publication, volume 25 , no. 10 1971, list 11). world health organization schedules bumetanide in its anatomical therapeutic chemical (atc) classification. bumetanide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule bumetanide under hs 29350090 and sitc 51580. as of q4 2014, bumetanide remains the us fda preferred term for this commodity. bumetanide bears us nlm identifiers umls id c0701009 and nci concept code c28875. smiles: s(=o)(=o)(n)c1c(oc2ccccc2)c(ncccc)cc(c1)c(=o)o.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. ethacrynate sodium. this classification denotes a loop diuretic with the molecular formula c13h11cl2o4.na, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier k41myv7mpm, chemically known as sodium (2,3-dichloro-4-(2-methylenebutyryl)phenoxy)acetate but generally known as ethacrynate sodium, which bears us nih compound identifier 23003. as of q4 2014, ethacrynate sodium remains the us fda preferred term for this commodity. ethacrynate sodium bears us nlm identifiers umls id c0014962 and nci concept code c47993. smiles: ccc(=c)c(=o)c1=c(c(=c(c=c1)occ(=o)[o-])cl)cl.[na+].. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. amiloride. this classification denotes a potassium-sparing diuretic and intercalating agent with the molecular formula c6h8cln7o, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 7dzo8eb0z3, chemically known as 3,5-diamino-n-(aminoiminomethyl)-6-chloropyrazinecarboxamide but generally known as amiloride, which bears us nih compound identifier 16231. amiloride most often comes in caproate, chloride, hydrochloride, hydrochloride dihydrate, and hydrochloride-hydrochlorothiazide forms. european medicines agency schedules amiloride in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05433mig. the term amiloride is an international non-proprietary name or inn (see who inn reference publication, volume 22, no. 10, 1968, list 8). world health organization schedules amiloride in its anatomical therapeutic chemical (atc) classification. amiloride is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule amiloride under hs 29339990 and sitc 51577. as of q4 2014, amiloride remains the us fda preferred term for this commodity. amiloride bears us nlm identifiers umls id c0002502 and nci concept code c61633. smiles: c1(c(nc(c(n1)cl)n)n)c(=o)nc(=n)n.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. spironolactone. this classification denotes a potassium-sparing diuretic with the molecular formula c24h32o4s, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 27o7w4t232, chemically known as pregn-4-ene-21-carboxylic acid, 7-(acetylthio)-17-hydroxy-3-oxo-, .gamma.-lactone, (7.alpha.,17.alpha.)- but generally known as spironolactone, which bears us nih compound identifier 5267. european medicines agency schedules spironolactone in its extended eudravigilance medicinal product dictionary or xevmpd under index sub10631mig. the term spironolactone is an international non-proprietary name or inn (see who inn reference publication, volume 19 1975, list 5). world health organization schedules spironolactone in its anatomical therapeutic chemical (atc) classification. as of q4 2014, spironolactone remains the us fda preferred term for this commodity. spironolactone bears us nlm identifiers umls id c0037982 and nci concept code c840. smiles: s(c1c2c3c(c4(oc(=o)cc4)cc3)(ccc2c2(c(=cc(=o)cc2)c1)c)c)c(=o)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. triamterene. this classification denotes a potassium-sparing diuretic with the molecular formula c12h11n7, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier ws821z52lq, chemically known as 2,4,7-triamino-6-phenylpteridine but generally known as triamterene, which bears us nih compound identifier 5546. european medicines agency schedules triamterene in its extended eudravigilance medicinal product dictionary or xevmpd under index sub11256mig. the term triamterene is an international non-proprietary name. world health organization schedules triamterene in its anatomical therapeutic chemical (atc) classification. triamterene is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule triamterene under hs 29335995 and sitc 51576. as of q4 2014, triamterene remains the us fda preferred term for this commodity. triamterene bears us nlm identifiers umls id c0040869 and nci concept code c29519. smiles: c1=cc=c(c=c1)c2=nc3=c(n=c2n)n=c(n=c3n)n.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. mannitol. this classification denotes an osmotic diuretic with the molecular formula c6h14o6, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 3owl53l36a, chemically known as 1,2,3,4,5,6-hexanehexol but generally known as mannitol, which bears us nih compound identifier 453. european medicines agency schedules mannitol in its extended eudravigilance medicinal product dictionary or xevmpd under index sub03087mig. world health organization schedules mannitol in its anatomical therapeutic chemical (atc) classification. mannitol is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule mannitol under hs 29054300 and sitc 51224. as of q4 2014, mannitol remains the us fda preferred term for this commodity. mannitol bears us nlm identifiers umls id c0024730 and nci concept code c625. smiles: oc(c(o)c(o)co)c(o)co.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. canrenoate potassium or canrenone or potassium canrenoate. this classification denotes a potassium-sparing diuretic with the molecular formula c22h28o3, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 78o20x9j0u, chemically known as 17-hydroxy-3-oxo-17alpha-pregna-4,6-diene-21-carboxylic acid gamma-lactone but generally known as canrenone, which bears us nih compound identifier 13789. european medicines agency schedules canrenone in its extended eudravigilance medicinal product dictionary or xevmpd under index sub06076mig. the term canrenone is an international non-proprietary name. world health organization schedules canrenone in its anatomical therapeutic chemical (atc) classification. canrenone is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. as of q4 2014, canrenoate potassium remains the us fda preferred term for this commodity. canrenoate potassium bears us nlm identifiers umls id c0006881 and nci concept code c81161. smiles: o1c2(c3(c(c4c(cc3)c3(c(=cc(=o)cc3)c=c4)c)cc2)c)ccc1=o.. "
